Date	Land_LCBKK011
1985-12-31	-0.1951373966639255
1986-12-31	-2.029019650510514
1987-12-31	-1.811002072252685
1988-12-31	-1.5279839699807298
1989-12-31	-1.6890841480336745
1990-12-31	-2.736092292590887
1991-12-31	-2.7424710026193297
1992-12-31	-4.1571676203066446
1993-12-31	-9.847267061228134
1994-12-31	-13.232671012030773
1995-12-31	-11.069723734698751
1996-12-31	-10.843189176709647
1997-12-31	-1.7480174707924139
1998-12-31	0.1569407925822064
1999-12-31	-2.382884402343465
2000-12-31	-1.5539862927577792
2001-12-31	0.04370847032362987
2002-12-31	2.221517765582382
2003-12-31	1.2092707438353827
2004-12-31	1.3198190921869994
2005-12-31	2.4608514461275917
2006-12-31	0.48969576375399304
2007-12-31	-0.6873458996380772
2008-12-31	-0.2283776742403003
2009-12-31	3.3089192565802215
2010-12-31	0.014661583872662254
2011-12-31	-0.6587392050113885
