Date	Land_LCBKK011
1985-12-31	-0.7460249343209827
1986-12-31	-2.015934249903754
1987-12-31	-1.4637388434908483
1988-12-31	-1.297844394693172
1989-12-31	-2.597900627619139
1990-12-31	-2.3994455463136433
1991-12-31	-2.806321607639698
1992-12-31	-4.0144372012682075
1993-12-31	-9.857072050757521
1994-12-31	-12.79613442043383
1995-12-31	-11.73059591139819
1996-12-31	-11.214755333612551
1997-12-31	-2.3670530794002396
1998-12-31	0.6655341096781375
1999-12-31	-2.2106989145119216
2000-12-31	-0.745813234761166
2001-12-31	-0.6442008235498293
2002-12-31	1.3217801607753692
2003-12-31	0.9826372879915813
2004-12-31	1.7125527390058177
2005-12-31	1.6934549657370699
2006-12-31	0.36450828839212984
2007-12-31	-1.6455664628687146
2008-12-31	0.2807843464935681
2009-12-31	2.287061646306909
2010-12-31	0.6329822027413347
2011-12-31	-0.8322405070537144
