Date	Land_LCBKK011
1985-12-31	-0.16990576428031479
1986-12-31	-0.46896986124235207
1987-12-31	-1.045439717916219
1988-12-31	-0.7536060094516961
1989-12-31	-1.123475689942588
1990-12-31	-1.4338144643338158
1991-12-31	-1.6031197296924649
1992-12-31	-3.421923092347673
1993-12-31	-9.408171507998892
1994-12-31	-12.343181209719239
1995-12-31	-10.883419994941523
1996-12-31	-10.110849773247189
1997-12-31	-1.0128668584206468
1998-12-31	1.0824816354683575
1999-12-31	-1.0004884614670084
2000-12-31	-0.715531006793968
2001-12-31	0.288324581180488
2002-12-31	2.671129617512513
2003-12-31	1.7696415666312415
2004-12-31	2.001052381026591
2005-12-31	2.5193771061418957
2006-12-31	0.7362674306550021
2007-12-31	-0.4019669341533305
2008-12-31	1.0851628727541196
2009-12-31	3.6981807929918897
2010-12-31	1.56192039578803
2011-12-31	0.4816109168328975
