Date	Land_LCBKK005
1978-12-31	-10.533880159053307
1979-12-31	-8.051750989103692
1980-12-31	-5.719242242500885
1981-12-31	-1.6489616248484988
1982-12-31	-1.6379205373399317
1983-12-31	-1.0317904579599864
1984-12-31	0.16891682341264197
1985-12-31	1.169330757088643
1986-12-31	-0.9651994743726903
1987-12-31	-1.903008736010026
1988-12-31	-1.6722957910147092
1989-12-31	-1.3643065358046087
1990-12-31	-0.5615858661041312
1991-12-31	-1.5084266201832484
1992-12-31	-5.851485899898271
1993-12-31	-18.127204417990804
1994-12-31	-21.610844396919322
1995-12-31	-15.471054044766374
1996-12-31	-12.157486495978517
1997-12-31	3.654115893245629
1998-12-31	2.3820474351432246
1999-12-31	-1.6295579371317863
2000-12-31	-1.313000044849278
2001-12-31	0.867072584527608
2002-12-31	2.4764306068326594
2003-12-31	0.8727184471403249
2004-12-31	1.2897039721679502
2005-12-31	2.3921575209602226
2006-12-31	-0.047565662582900875
2007-12-31	-1.2634580211221016
2008-12-31	1.3477083845388529
2009-12-31	2.9700779313624843
2010-12-31	-0.14056857926463695
2011-12-31	-0.5017268686041698
