Date	Land_LCBKK011
1985-12-31	-0.234573555580057
1986-12-31	-0.7195267834186276
1987-12-31	-1.3802789995902782
1988-12-31	-1.8041538950873373
1989-12-31	-1.959985689299939
1990-12-31	-2.65343452753687
1991-12-31	-2.434177778842944
1992-12-31	-4.461047432936446
1993-12-31	-9.52477085768592
1994-12-31	-12.65181516936769
1995-12-31	-11.560435803929527
1996-12-31	-11.504025543763913
1997-12-31	-1.8566011168993564
1998-12-31	-0.31134533265790143
1999-12-31	-1.490502749192541
2000-12-31	-1.8696093082343113
2001-12-31	-0.55963616928649
2002-12-31	1.1868761785916535
2003-12-31	1.6124047217580173
2004-12-31	1.3810212585068844
2005-12-31	2.229752933464932
2006-12-31	0.026978709227456488
2007-12-31	-0.7614946660614792
2008-12-31	0.6561134307605532
2009-12-31	3.145589399839899
2010-12-31	0.10634589843510156
2011-12-31	-0.2726000899531088
