Date	Land_LCBKK011
1985-12-31	-1.3157058612677903
1986-12-31	-1.9556896692513972
1987-12-31	-1.919189792891891
1988-12-31	-1.285439159397097
1989-12-31	-2.246357518737311
1990-12-31	-1.5897812258150774
1991-12-31	-2.4828439314984196
1992-12-31	-4.929391671884826
1993-12-31	-10.194194852828176
1994-12-31	-12.764058173525687
1995-12-31	-11.204212237445576
1996-12-31	-11.009431025891264
1997-12-31	-1.227259408170295
1998-12-31	1.0111417294591127
1999-12-31	-2.037448554617123
2000-12-31	-1.9300916367116325
2001-12-31	-1.0734522820523886
2002-12-31	1.9776879199272606
2003-12-31	1.542257678386412
2004-12-31	1.136967331430979
2005-12-31	1.3493344897410673
2006-12-31	0.2204741573905059
2007-12-31	-0.7836097099628097
2008-12-31	-0.1574084510742224
2009-12-31	3.4620959978291133
2010-12-31	0.11212200021272856
2011-12-31	-0.915475275094557
